"Years";"Weeks";"Gross margin 1 - Dema MTA";"Compare range: Gross margin 1 - Dema MTA";"Gross margin 2 - Dema MTA";"Compare range: Gross margin 2 - Dema MTA";"Net gross margin 1 - Dema MTA";"Compare range: Net gross margin 1 - Dema MTA";"Net gross margin 2 - Dema MTA";"Compare range: Net gross margin 2 - Dema MTA"
"2021";"Week 48, 2021";"0.7576265822799552";"0";"0.6281870259670449";"0";"0.7804675084766295";"0";"0.18519082944570378";"0"
"2021";"Week 49, 2021";"0.7845441512475021";"0";"0.67041807606223";"0";"0.8074150218014848";"0";"0.43168317014040614";"0"
"2021";"Week 50, 2021";"0.7531506553377891";"0";"0.6461656910955709";"0";"0.7766142043309192";"0";"0.22930350115212753";"0"
"2021";"Week 51, 2021";"0.7743647484384618";"0";"0.6657852053625505";"0";"0.7935099085473203";"0";"0.39759390208571915";"0"
"2021";"Week 52, 2021";"0.8491519413873244";"0";"0.7091974580770052";"0";"0.8630597220187659";"0";"0.6786442228505387";"0"
"2022";"Week 52, 2021";"0.8597080108520995";"0";"0.7087041296184827";"0";"0.867375370646321";"0";"0.695639314609741";"0"
"2022";"Week 1, 2022";"0.8353075901720909";"0";"0.6851417530059688";"0";"0.842849312751086";"0";"0.6706487421085394";"0"
"2022";"Week 2, 2022";"0.8036962287400421";"0";"0.6492185554680714";"0";"0.8082921042395406";"0";"0.6395361961131079";"0"
"2022";"Week 3, 2022";"0.7752844890744468";"0";"0.6089991648828227";"0";"0.7759611371093869";"0";"0.5905252988731915";"0"
"2022";"Week 4, 2022";"0.7716433622409726";"0";"0.5913397127744208";"0";"0.7747439300500655";"0";"0.5670122538345962";"0"
"2022";"Week 5, 2022";"0.7824798460873603";"0";"0.6194989216240673";"0";"0.7823373681849005";"0";"0.5964737870202883";"0"
"2022";"Week 6, 2022";"0.7992947696598133";"0";"0.6322807510822429";"0";"0.8024619037594639";"0";"0.6104239000034796";"0"
"2022";"Week 7, 2022";"0.8240013324454838";"0";"0.6572368535370793";"0";"0.8257156838646695";"0";"0.6374342029899434";"0"
"2022";"Week 8, 2022";"0.7854987601549065";"0";"0.6273393762623009";"0";"0.7855088303582577";"0";"0.5953595442162607";"0"
"2022";"Week 9, 2022";"0.7920563083515554";"0";"0.6345520979490124";"0";"0.7937798019060701";"0";"0.6036438446252407";"0"
"2022";"Week 10, 2022";"0.7956806080984372";"0";"0.6330569929589253";"0";"0.7976190799308088";"0";"0.6057859299723275";"0"
"2022";"Week 11, 2022";"0.7796467010675886";"0";"0.62321633117854";"0";"0.7773010966451901";"0";"0.5898164957728753";"0"
"2022";"Week 12, 2022";"0.7843064714472197";"0";"0.6157867372678123";"0";"0.7836990490436171";"0";"0.5952974926794161";"0"
"2022";"Week 13, 2022";"0.7829630415941005";"0";"0.6253708838043717";"0";"0.7846501296129813";"0";"0.5931574826273831";"0"
"2022";"Week 14, 2022";"0.7695189031928223";"0";"0.6158500240358512";"0";"0.7698715789305772";"0";"0.5951955567423932";"0"
"2022";"Week 15, 2022";"0.78051050739856";"0";"0.6274171376339254";"0";"0.7819184812732827";"0";"0.5989210206684347";"0"
"2022";"Week 16, 2022";"0.7597023987232724";"0";"0.6071580057792796";"0";"0.7598287843267861";"0";"0.5837638526356471";"0"
